RegionCODE,GovCODE,Governorate,TypeOfShelter,TypeOfAccess,Condition,Crowded,HouseholdSize,Household
1,1707,Irbid,Flat/Apartment,Free,2-Adequate/standard,Yes,8 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,8 Ind,24
1,1707,Irbid,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,9 Ind,8
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,No,1 Ind,5
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,No,1 Ind,121
1,1707,Irbid,Flat/Apartment,Other,3-Inadequate/sub-standard,No,1 Ind,1
1,1707,Irbid,Flat/Apartment,Owned,3-Inadequate/sub-standard,No,1 Ind,8
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1348
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,10 Ind,26
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,11 Ind,9
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,12 Ind,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,13 Ind,2
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,No,2 Ind,30
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,786
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,No,3 Ind,32
1,1707,Irbid,Flat/Apartment,Other,3-Inadequate/sub-standard,No,3 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,931
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,No,4 Ind,2
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,No,4 Ind,22
1,1707,Irbid,Flat/Apartment,Owned,3-Inadequate/sub-standard,No,4 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,1069
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,No,5 Ind,1
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,No,5 Ind,15
1,1707,Irbid,Flat/Apartment,Other,3-Inadequate/sub-standard,No,5 Ind,2
1,1707,Irbid,Flat/Apartment,Owned,3-Inadequate/sub-standard,No,5 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,911
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,No,6 Ind,3
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,No,6 Ind,9
1,1707,Irbid,Flat/Apartment,Owned,3-Inadequate/sub-standard,No,6 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,797
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,No,7 Ind,1
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,No,7 Ind,7
1,1707,Irbid,Flat/Apartment,Owned,3-Inadequate/sub-standard,No,7 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,479
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,No,8 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,251
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,9 Ind,83
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,1 Ind,16
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,145
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,10 Ind,10
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,11 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,11 Ind,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,12 Ind,6
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,13 Ind,1
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,Yes,2 Ind,1
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,2 Ind,7
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,82
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,3 Ind,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,3 Ind,80
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,4 Ind,9
1,1707,Irbid,Flat/Apartment,Owned,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,128
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,Yes,5 Ind,2
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,5 Ind,7
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,140
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,Yes,6 Ind,1
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,6 Ind,4
1,1707,Irbid,Flat/Apartment,Owned,3-Inadequate/sub-standard,Yes,6 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,129
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,7 Ind,2
1,1707,Irbid,Flat/Apartment,Owned,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,89
1,1707,Irbid,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,8 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,8 Ind,54
1,1707,Irbid,Flat/Apartment,N\A,3-Inadequate/sub-standard,Yes,9 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,9 Ind,31
1,1707,Irbid,Flat/Apartment,Free,4-Emergency,No,1 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,No,1 Ind,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,No,2 Ind,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,No,3 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,No,4 Ind,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,No,5 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,No,6 Ind,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,No,7 Ind,6
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,No,8 Ind,1
1,1707,Irbid,Flat/Apartment,Other,4-Emergency,Yes,1 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,Yes,4 Ind,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,Yes,5 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,Yes,6 Ind,2
1,1707,Irbid,Flat/Apartment,Free,4-Emergency,Yes,8 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,4-Emergency,Yes,8 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,No,1 Ind,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,No,2 Ind,4
1,1707,Irbid,Flat/Apartment,N\A,5. N\A,No,3 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,No,3 Ind,2
1,1707,Irbid,Flat/Apartment,N\A,5. N\A,No,4 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,No,4 Ind,7
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,No,5 Ind,6
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,No,6 Ind,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,No,7 Ind,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,No,9 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,Yes,4 Ind,1
1,1707,Irbid,Flat/Apartment,N\A,5. N\A,Yes,5 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,Yes,5 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,Yes,6 Ind,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,5. N\A,Yes,7 Ind,1
1,1707,Irbid,House,Rent/Lease,1-Above standard,No,6 Ind,1
1,1707,Irbid,House,Free,2-Adequate/standard,No,1 Ind,1
1,1707,Irbid,House,Owned,2-Adequate/standard,No,1 Ind,1
1,1707,Irbid,House,Rent/Lease,2-Adequate/standard,No,1 Ind,3
1,1707,Irbid,House,Rent/Lease,2-Adequate/standard,No,2 Ind,1
1,1707,Irbid,House,Rent/Lease,2-Adequate/standard,No,3 Ind,2
1,1707,Irbid,House,Rent/Lease,2-Adequate/standard,No,4 Ind,2
1,1707,Irbid,House,Rent/Lease,2-Adequate/standard,No,5 Ind,1
1,1707,Irbid,House,Rent/Lease,2-Adequate/standard,No,8 Ind,2
1,1707,Irbid,House,Rent/Lease,2-Adequate/standard,Yes,2 Ind,1
1,1707,Irbid,House,Rent/Lease,2-Adequate/standard,Yes,3 Ind,1
1,1707,Irbid,House,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,2
1,1707,Irbid,House,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,1
1,1707,Irbid,House,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,2
1,1707,Irbid,House,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,2
1,1707,Irbid,House,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1707,Irbid,Improvised/Self-Made,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1
1,1707,Irbid,Improvised/Self-Made,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,2
1,1707,Irbid,Mud-House,Rent/Lease,2-Adequate/standard,No,2 Ind,1
1,1707,Irbid,Mud-House,Rent/Lease,2-Adequate/standard,No,7 Ind,1
1,1707,Irbid,Mud-House,Free,3-Inadequate/sub-standard,No,1 Ind,1
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,2
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,1
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,3
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,1
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,2
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1707,Irbid,Mud-House,Free,3-Inadequate/sub-standard,Yes,1 Ind,4
1,1707,Irbid,Mud-House,Free,3-Inadequate/sub-standard,Yes,3 Ind,1
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,1
1,1707,Irbid,Mud-House,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1707,Irbid,Other,N\A,2-Adequate/standard,No,1 Ind,1
1,1707,Irbid,Other,Rent/Lease,2-Adequate/standard,No,1 Ind,5
1,1707,Irbid,Other,Rent/Lease,2-Adequate/standard,No,2 Ind,2
1,1707,Irbid,Other,Rent/Lease,2-Adequate/standard,No,4 Ind,1
1,1707,Irbid,Other,Rent/Lease,2-Adequate/standard,No,5 Ind,1
1,1707,Irbid,Other,Rent/Lease,2-Adequate/standard,No,6 Ind,1
1,1707,Irbid,Other,Rent/Lease,2-Adequate/standard,No,7 Ind,1
1,1707,Irbid,Other,Free,2-Adequate/standard,Yes,1 Ind,1
1,1707,Irbid,Other,Free,2-Adequate/standard,Yes,4 Ind,1
1,1707,Irbid,Other,Free,2-Adequate/standard,Yes,7 Ind,1
1,1707,Irbid,Other,Free,3-Inadequate/sub-standard,No,1 Ind,7
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,24
1,1707,Irbid,Other,Free,3-Inadequate/sub-standard,No,2 Ind,1
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,8
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,19
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,14
1,1707,Irbid,Other,Free,3-Inadequate/sub-standard,No,5 Ind,2
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,3
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,11
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,4
1,1707,Irbid,Other,Free,3-Inadequate/sub-standard,No,8 Ind,1
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,7
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,10 Ind,1
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,11 Ind,1
1,1707,Irbid,Other,Free,3-Inadequate/sub-standard,Yes,2 Ind,1
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,3
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,3 Ind,2
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,10
1,1707,Irbid,Other,Free,3-Inadequate/sub-standard,Yes,6 Ind,2
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,6
1,1707,Irbid,Other,Free,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1707,Irbid,Other,Free,3-Inadequate/sub-standard,Yes,8 Ind,1
1,1707,Irbid,Other,Rent/Lease,3-Inadequate/sub-standard,Yes,8 Ind,5
1,1707,Irbid,Other,Rent/Lease,4-Emergency,No,1 Ind,3
1,1707,Irbid,Other,Free,4-Emergency,No,2 Ind,1
1,1707,Irbid,Other,Rent/Lease,4-Emergency,No,2 Ind,1
1,1707,Irbid,Other,Free,4-Emergency,Yes,1 Ind,1
1,1707,Irbid,Other,Rent/Lease,4-Emergency,Yes,5 Ind,3
1,1707,Irbid,Prefab,Rent/Lease,1-Above standard,No,1 Ind,2
1,1707,Irbid,Prefab,Free,1-Above standard,No,2 Ind,1
1,1707,Irbid,Prefab,Rent/Lease,1-Above standard,No,2 Ind,1
1,1707,Irbid,Prefab,Rent/Lease,1-Above standard,No,4 Ind,1
1,1707,Irbid,Prefab,Free,2-Adequate/standard,No,1 Ind,3
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,1 Ind,26
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,10 Ind,1
1,1707,Irbid,Prefab,Free,2-Adequate/standard,No,2 Ind,2
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,2 Ind,20
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,3 Ind,20
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,4 Ind,14
1,1707,Irbid,Prefab,Free,2-Adequate/standard,No,5 Ind,3
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,5 Ind,17
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,6 Ind,6
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,7 Ind,7
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,8 Ind,4
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,No,9 Ind,3
1,1707,Irbid,Prefab,Free,2-Adequate/standard,Yes,1 Ind,1
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,Yes,1 Ind,1
1,1707,Irbid,Prefab,Free,2-Adequate/standard,Yes,3 Ind,1
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,Yes,3 Ind,4
1,1707,Irbid,Prefab,Free,2-Adequate/standard,Yes,4 Ind,1
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,Yes,4 Ind,1
1,1707,Irbid,Prefab,Rent/Lease,2-Adequate/standard,Yes,7 Ind,1
1,1707,Irbid,Prefab,Free,3-Inadequate/sub-standard,No,1 Ind,1
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,6
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,6
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,4
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,7
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,4
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,6
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,2
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,3
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,2
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,2
1,1707,Irbid,Prefab,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1707,Irbid,Prefab,Rent/Lease,4-Emergency,No,5 Ind,1
1,1707,Irbid,Tent,Rent/Lease,2-Adequate/standard,No,1 Ind,1
1,1707,Irbid,Tent,Free,2-Adequate/standard,No,3 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,No,1 Ind,4
1,1707,Irbid,Tent,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,No,12 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,No,2 Ind,2
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,No,3 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,No,4 Ind,1
1,1707,Irbid,Tent,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,No,5 Ind,4
1,1707,Irbid,Tent,Owned,3-Inadequate/sub-standard,No,5 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,No,6 Ind,1
1,1707,Irbid,Tent,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,Yes,4 Ind,1
1,1707,Irbid,Tent,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,Yes,7 Ind,1
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,Yes,8 Ind,2
1,1707,Irbid,Tent,Free,3-Inadequate/sub-standard,Yes,9 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,No,1 Ind,4
1,1707,Irbid,Tent,Rent/Lease,4-Emergency,No,1 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,No,2 Ind,5
1,1707,Irbid,Tent,Free,4-Emergency,No,3 Ind,1
1,1707,Irbid,Tent,Rent/Lease,4-Emergency,No,3 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,No,4 Ind,2
1,1707,Irbid,Tent,Free,4-Emergency,No,5 Ind,2
1,1707,Irbid,Tent,Free,4-Emergency,No,6 Ind,2
1,1707,Irbid,Tent,Free,4-Emergency,Yes,1 Ind,2
1,1707,Irbid,Tent,Rent/Lease,4-Emergency,Yes,1 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,Yes,10 Ind,2
1,1707,Irbid,Tent,Free,4-Emergency,Yes,12 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,Yes,13 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,Yes,2 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,Yes,3 Ind,1
1,1707,Irbid,Tent,Rent/Lease,4-Emergency,Yes,4 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,Yes,6 Ind,4
1,1707,Irbid,Tent,Rent/Lease,4-Emergency,Yes,6 Ind,1
1,1707,Irbid,Tent,Free,4-Emergency,Yes,8 Ind,2
1,1707,Irbid,Tent,Free,4-Emergency,Yes,9 Ind,1
1,1707,Irbid,Tent,Rent/Lease,4-Emergency,Yes,9 Ind,1
1,1708,Jarash,Basement,Rent/Lease,2-Adequate/standard,No,4 Ind,1
1,1708,Jarash,Basement,Rent/Lease,2-Adequate/standard,No,5 Ind,1
1,1708,Jarash,Basement,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,1
1,1708,Jarash,Basement,N\A,5. N\A,No,1 Ind,1
1,1708,Jarash,Basement,N\A,5. N\A,No,2 Ind,1
1,1708,Jarash,Basement,N\A,5. N\A,No,3 Ind,1
1,1708,Jarash,Basement,N\A,5. N\A,No,4 Ind,2
1,1708,Jarash,Basement,N\A,5. N\A,No,6 Ind,1
1,1708,Jarash,Communal Centre,Rent/Lease,2-Adequate/standard,No,9 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,1-Above standard,No,5 Ind,1
1,1708,Jarash,Flat/Apartment,Free,2-Adequate/standard,No,1 Ind,9
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,1 Ind,57
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,10 Ind,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,11 Ind,2
1,1708,Jarash,Flat/Apartment,Free,2-Adequate/standard,No,2 Ind,2
1,1708,Jarash,Flat/Apartment,Owned,2-Adequate/standard,No,2 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,2 Ind,55
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,3 Ind,56
1,1708,Jarash,Flat/Apartment,Free,2-Adequate/standard,No,4 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,4 Ind,60
1,1708,Jarash,Flat/Apartment,Free,2-Adequate/standard,No,5 Ind,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,5 Ind,47
1,1708,Jarash,Flat/Apartment,Free,2-Adequate/standard,No,6 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,6 Ind,43
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,7 Ind,25
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,8 Ind,19
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,No,9 Ind,8
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,1 Ind,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,10 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,2 Ind,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,3 Ind,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,4 Ind,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,5 Ind,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,6 Ind,4
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,7 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,8 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,2-Adequate/standard,Yes,9 Ind,1
1,1708,Jarash,Flat/Apartment,Free,3-Inadequate/sub-standard,No,1 Ind,16
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,1 Ind,66
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,10 Ind,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,11 Ind,1
1,1708,Jarash,Flat/Apartment,Free,3-Inadequate/sub-standard,No,2 Ind,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,2 Ind,33
1,1708,Jarash,Flat/Apartment,Free,3-Inadequate/sub-standard,No,3 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,3 Ind,47
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,4 Ind,72
1,1708,Jarash,Flat/Apartment,Free,3-Inadequate/sub-standard,No,5 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,5 Ind,65
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,6 Ind,47
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,7 Ind,35
1,1708,Jarash,Flat/Apartment,Free,3-Inadequate/sub-standard,No,8 Ind,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,8 Ind,22
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,No,9 Ind,5
1,1708,Jarash,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,1 Ind,4
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,1 Ind,4
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,10 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,11 Ind,2
1,1708,Jarash,Flat/Apartment,Free,3-Inadequate/sub-standard,Yes,2 Ind,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,2 Ind,5
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,3 Ind,5
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,4 Ind,9
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,5 Ind,6
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,6 Ind,11
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,7 Ind,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,8 Ind,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,3-Inadequate/sub-standard,Yes,9 Ind,3
